lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
98,0,73.24347317534243,8,21,3,3,1,0,0,0
47,1,76.16871746224382,11,11,4,3,2,3,0,0
41,0,106.86492124494137,3,4,3,1,1,2,0,0
113,0,103.69266373493132,7,10,4,0,1,2,0,0
56,0,141.39370144762614,6,28,4,3,1,0,3,0
208,0,73.94220946716095,11,28,4,2,0,0,0,0
117,0,147.7333505581543,7,16,4,2,1,0,1,0
101,0,142.28503769192997,7,21,4,2,0,0,3,0
160,0,73.03474972452096,6,9,4,3,1,0,0,0
61,0,77.97133238681633,3,15,4,3,1,2,0,0
15,0,104.05890765536562,9,12,4,6,1,0,0,0
38,0,169.02557992112241,7,26,4,2,0,0,2,0
205,0,109.1111348657161,9,28,4,4,2,0,0,0
54,0,118.43687671246214,9,9,4,2,1,0,0,0
28,0,152.610046554851,4,1,4,7,3,0,4,0
9,0,169.0,6,23,4,1,0,0,0,0
45,0,107.22289083973745,4,17,4,1,0,0,3,0
128,0,130.9821128353052,7,25,4,3,0,0,0,0
160,0,94.70423194507184,7,25,4,2,0,2,0,0
206,1,103.79233214541652,9,26,4,4,1,0,0,0
37,1,127.62661105908033,3,22,4,3,2,0,0,0
118,0,103.02661271467855,11,24,4,1,0,0,3,0
42,0,61.95351746061075,2,18,3,2,1,0,0,0
235,0,97.54071597264351,10,17,3,3,0,0,2,0
166,0,99.21320399196155,8,4,3,2,1,0,0,0
79,0,72.2820443632546,3,28,4,4,1,3,0,0
152,0,146.7,7,11,4,1,1,0,3,0
56,0,96.48909509873154,10,5,4,1,0,2,0,0
186,1,164.25,8,11,4,1,0,1,0,0
85,0,94.5,4,10,4,1,1,3,0,0
75,0,84.90415152386004,4,11,4,2,0,3,0,0
116,0,105.12918642743672,4,15,4,1,0,0,2,0
180,1,112.19638795604801,8,9,4,3,1,0,2,0
4,0,108.89654567749535,6,9,4,2,0,1,1,0
50,0,242.46636870006168,7,17,4,2,1,0,3,0
174,0,83.11622414712495,9,4,3,3,0,0,0,0
9,0,148.06171781773455,4,22,4,1,1,0,0,0
81,0,74.35030150676931,4,2,4,2,2,3,0,0
71,0,87.3,4,1,4,1,0,0,0,0
21,0,88.0,10,27,4,0,0,3,0,0
170,0,90.93187908432736,7,6,4,3,0,0,0,0
22,0,86.37001997021547,8,25,4,3,0,0,0,0
87,0,105.3,3,24,4,2,0,0,0,0
93,0,146.76920718461207,7,6,4,3,1,0,2,0
275,1,117.56767822153527,9,22,3,2,0,0,0,0
106,0,96.64115216505046,7,20,3,1,1,1,0,0
165,0,146.7,8,12,4,1,0,0,0,0
236,0,84.60238994793542,9,27,4,3,0,3,0,0
199,0,94.38525240809238,9,1,4,7,2,0,0,0
26,0,157.0403658714648,5,19,4,2,0,0,4,0
115,0,60.567128707532376,2,27,3,2,2,0,0,0
96,0,138.71654655998412,6,5,4,2,1,0,3,0
77,0,92.09529089716577,3,22,4,4,0,0,0,0
14,0,187.0,7,4,4,1,1,0,3,0
0,0,209.03259918673058,8,15,4,2,0,0,3,0
156,1,154.30240343002146,8,11,4,2,0,0,0,0
229,0,87.55675335302577,8,24,4,2,0,0,0,0
61,0,148.93642704940194,9,13,4,1,2,0,3,0
85,0,76.5,7,6,4,3,0,0,0,0
93,1,121.5,5,20,4,1,1,0,0,0
207,0,79.20936799248629,8,13,4,5,2,1,1,0
228,0,88.29235379785008,7,25,4,3,0,0,0,0
50,0,126.38425886519654,5,27,4,1,1,0,3,0
146,1,77.71191839227421,9,8,4,1,1,1,0,0
254,0,100.41652766459524,8,11,4,3,0,0,0,0
113,2,110.17192403142975,12,27,4,4,1,0,0,0
307,0,111.43098531869245,10,30,3,1,0,0,0,0
44,0,98.13064627857553,11,1,4,3,0,0,0,0
156,1,105.62932749187222,5,25,4,1,0,0,0,0
161,0,130.0,3,25,3,2,1,1,0,0
161,0,116.1,9,8,3,3,0,0,0,0
101,0,61.17244961020907,10,7,3,2,1,2,0,0
77,0,105.02661064930793,7,18,3,0,1,0,0,0
144,0,103.5,8,14,4,1,1,3,0,0
19,1,139.0,9,15,4,1,0,3,0,0
70,0,99.60204889615986,9,5,4,2,2,0,1,0
122,0,105.65119018152811,8,1,4,2,0,0,0,0
56,0,96.74569767230555,10,5,4,1,0,2,0,0
26,0,138.48492585620488,6,26,4,1,1,0,0,0
112,1,76.5,7,22,4,2,0,0,0,0
16,0,104.15165295237583,3,28,4,0,1,0,3,0
139,0,107.97542963682837,9,5,4,3,0,1,0,0
151,1,108.04686659460788,6,23,4,1,2,0,0,0
164,0,85.11331018801863,7,17,4,3,1,3,0,0
253,1,140.97488545245,10,6,4,2,0,0,3,0
160,0,94.52320815065652,6,14,4,3,0,3,0,0
154,0,112.0,7,13,3,3,0,0,0,0
211,0,73.32680759076598,9,20,4,2,2,0,0,0
258,0,89.07117214096974,9,5,4,3,0,0,0,0
224,1,111.43784328832011,9,3,4,3,2,0,1,0
133,1,122.06294574386408,6,7,4,4,0,0,0,0
20,0,93.00277074265496,2,9,4,3,0,0,0,0
15,0,130.51937537940665,4,21,4,0,0,0,0,0
43,0,86.7023090424339,1,15,4,3,0,0,2,0
28,0,97.97020985651828,3,11,4,2,0,2,0,0
80,0,93.6,11,12,4,0,1,0,0,0
140,0,113.08807311881252,6,30,4,3,1,0,3,0
83,1,79.2,11,25,4,1,0,3,0,0
166,1,122.34923877801529,9,2,4,3,0,0,2,0
63,0,126.9,5,15,4,1,1,0,0,0
289,0,70.60010447743177,7,18,3,2,1,0,0,0
181,0,94.50652332192931,8,15,4,2,0,3,0,0
4,0,110.0,5,22,1,2,0,0,0,0
182,0,98.84707320753205,9,3,4,1,0,0,0,0
110,0,120.0,10,9,3,0,1,0,0,0
88,0,80.75,8,8,3,2,1,0,0,0
50,0,159.3,5,6,4,1,0,0,3,0
39,0,182.60814960918665,9,26,4,2,1,0,3,0
110,0,218.01235536214404,9,28,4,2,0,0,5,0
10,0,160.0789029858527,7,24,4,0,1,0,0,0
111,0,59.93240847291428,2,23,3,6,2,0,0,0
46,0,109.03584272495777,7,18,4,1,0,0,2,0
50,0,118.69177411208634,9,3,4,2,0,0,0,0
109,0,82.11525353727295,3,27,4,2,1,2,0,0
31,1,152.1,8,4,4,2,0,0,0,0
17,0,65.48453011099541,11,13,2,1,0,0,0,0
64,0,150.90335652647542,9,16,4,1,0,0,1,0
171,2,114.75,8,2,4,2,1,0,0,0
39,0,150.0315476417605,4,3,4,2,1,0,1,0
107,0,94.65820378738907,6,25,4,1,1,2,0,0
101,0,63.73792084692812,11,8,4,1,0,0,0,0
16,0,105.73395785583,2,28,4,0,1,0,3,0
214,0,136.53080742339958,10,22,2,1,0,0,0,0
47,0,69.63750325448314,2,18,4,1,0,3,0,0
59,0,159.80371558546133,4,18,4,1,0,0,3,0
159,0,204.11282047277302,5,25,4,4,1,0,5,0
138,0,102.85863318600306,7,22,4,3,1,0,0,0
104,1,151.2,10,10,4,1,0,0,3,0
244,1,88.9560348898895,9,29,4,1,0,2,0,0
67,0,71.30817870251806,3,25,3,1,1,0,0,0
62,0,63.84696985572671,3,8,4,4,0,3,0,0
8,0,214.70283310694862,3,17,4,2,2,0,5,0
12,0,137.90737146511898,3,28,4,3,0,0,0,0
174,1,178.003196627839,7,9,4,2,0,0,4,0
70,0,95.96109691068953,9,4,4,3,1,0,0,0
38,0,89.65715844746573,6,26,4,0,1,2,0,0
29,0,88.0,11,23,4,2,0,3,0,0
114,0,104.44994944966916,9,27,4,2,0,0,3,0
190,1,90.73201866880045,6,9,4,4,0,0,2,0
177,2,129.8682598916572,8,10,4,3,1,0,2,0
49,0,67.5,2,20,4,1,1,3,0,0
131,0,94.5,5,12,4,1,0,2,0,0
66,0,72.94975300853994,10,30,4,0,1,2,0,0
199,0,95.30026837235087,7,12,4,7,2,0,0,0
84,0,88.4,11,24,4,3,1,0,0,0
48,0,142.57651380059428,6,9,4,1,1,0,1,0
135,1,138.73397755558304,11,26,4,3,1,0,3,0
7,0,85.0,2,15,4,2,1,0,0,0
57,0,158.91895192583928,7,17,4,1,0,0,3,0
112,0,105.31216209864678,7,13,4,2,0,0,0,0
53,0,79.91203439331709,2,27,4,1,1,3,0,0
120,0,120.69633343569198,10,2,4,2,1,1,1,0
93,0,151.51634842706645,8,15,4,2,2,0,0,0
56,0,116.1,5,13,4,1,0,3,0,0
124,1,137.80626358964685,7,20,4,3,1,0,3,0
184,1,129.13243478838513,8,2,4,3,0,0,0,0
289,0,71.56885378819213,6,17,4,2,1,0,0,0
43,0,68.57684225492606,2,7,4,4,1,0,0,0
222,0,116.23762736042919,8,14,4,3,0,0,0,0
113,1,76.47741478109184,8,22,4,1,0,0,0,0
244,1,84.2763000768685,9,4,4,1,0,2,0,0
66,0,182.45101733796693,5,27,4,3,0,0,5,0
273,0,110.97606719137646,7,18,3,2,0,0,0,0
28,0,76.49576355515968,2,6,4,0,1,1,0,0
3,0,63.547911792094226,2,14,2,0,1,0,0,0
92,0,136.54784526518765,6,17,4,1,1,0,1,0
9,0,89.0,4,18,4,0,0,3,0,0
118,0,159.3,6,2,4,2,0,0,3,0
69,0,198.9,4,22,4,2,1,0,5,0
23,0,89.0,4,19,4,1,0,3,0,0
37,0,88.8490440087217,12,14,4,3,0,2,0,0
182,0,112.05677024422486,8,3,4,4,1,0,0,0
196,1,106.03660910354411,5,12,4,3,0,0,0,0
40,0,105.69552819028901,9,3,4,2,1,0,0,0
86,0,58.8663630544748,7,10,4,6,2,0,0,0
198,0,167.77277216327002,7,26,4,2,0,0,5,0
193,0,120.0,6,20,3,2,1,0,0,0
101,0,72.80261158651307,11,19,4,4,2,0,0,0
26,0,75.91402687652429,11,12,3,7,3,0,0,0
227,1,115.45287691533625,9,4,4,4,2,0,2,0
20,0,79.0,2,14,4,2,0,3,0,0
133,0,182.86944227049742,7,24,4,1,0,0,4,0
59,0,89.33589708050863,3,24,4,1,1,0,0,0
210,1,96.3,7,30,4,0,1,0,0,0
70,0,170.12239157036674,7,4,4,4,2,0,1,0
74,0,128.5159894703965,7,8,4,1,0,0,3,0
88,0,97.04297268773335,5,26,4,1,0,0,0,0
56,0,68.0473439010762,3,12,4,2,0,3,0,0
105,0,79.03686689183708,11,5,2,4,1,0,0,0
254,0,119.30485032008892,9,22,4,2,0,0,0,0
20,1,110.51847937871982,9,25,4,1,0,3,0,0
189,1,181.67404785192616,7,16,4,1,2,0,5,0
284,0,68.1019231278465,11,12,3,0,1,2,0,0
101,0,97.40368112828847,5,7,4,1,0,0,0,0
7,0,101.15784704920657,4,23,4,2,0,0,1,0
132,0,118.96729086263517,11,3,4,1,2,0,2,0
103,0,146.5788609957635,6,8,4,2,0,0,2,0
155,0,130.1134993417497,7,20,4,1,1,0,2,0
74,0,149.4,9,17,4,3,0,0,3,0
293,0,92.11550164029538,11,24,3,5,3,0,0,0
27,0,283.7446106972343,8,25,4,3,1,0,6,0
98,0,116.05474849363863,5,7,4,1,0,2,0,0
194,0,125.49028518913472,8,26,4,3,1,0,2,0
47,1,108.0,10,3,4,2,0,3,0,0
172,0,130.0101575911614,7,25,3,2,1,0,0,0
90,0,90.90637840756823,4,17,4,2,1,0,0,0
59,0,89.33815942050983,3,24,4,1,1,0,0,0
224,0,72.58182839957813,11,29,4,3,2,3,0,0
282,0,167.82145866649998,10,5,4,3,1,0,4,0
154,1,167.83008642885108,7,1,4,4,1,0,5,0
36,1,93.82696250009869,6,1,4,4,0,0,1,0
62,0,111.68288764484375,5,5,4,3,0,0,2,0
5,0,89.18659571095348,3,4,4,0,1,2,0,0
18,0,156.23956298168255,4,13,4,2,0,0,3,0
30,1,156.10585773241195,9,17,4,1,1,0,4,0
262,0,64.04546494025894,11,26,4,3,1,2,0,0
63,0,94.76771719977586,4,26,4,3,0,3,0,0
124,0,72.25,10,17,3,2,0,0,0,0
17,0,102.15,5,30,4,2,1,0,3,0
159,0,144.05475685021537,8,19,4,2,1,0,0,0
114,1,74.28751714416518,10,23,4,2,0,0,0,0
23,0,89.0,4,20,4,1,0,3,0,0
13,0,116.7207877534968,8,7,3,4,1,1,0,0
41,0,130.1308112983292,3,14,4,3,1,0,3,0
214,0,89.12068775071424,8,16,4,2,0,3,0,0
149,0,199.5117603145656,8,19,4,2,1,0,1,0
104,0,107.10616130676885,8,20,4,1,1,3,0,0
13,1,140.0,10,29,4,1,0,0,0,0
204,0,90.0,5,29,3,1,2,0,0,0
194,0,148.07774493217707,8,24,4,4,1,0,1,0
205,0,126.9,9,8,4,2,0,0,0,0
155,0,91.0487598743054,7,12,4,3,1,1,0,0
27,0,137.3582381854715,5,20,4,2,2,0,3,0
194,1,112.48138773704939,8,26,4,5,2,0,0,0
112,0,150.23687265045052,8,23,4,2,0,0,3,0
14,1,86.70505092543625,8,28,4,4,2,0,0,0
264,0,109.07866205831426,6,23,4,2,0,0,0,0
187,0,117.02811799371193,8,1,4,2,0,2,0,0
320,0,114.82233008381017,7,17,3,2,0,1,0,0
52,0,127.3204634406303,10,9,4,3,0,2,0,0
38,0,118.62062327409662,3,19,4,2,1,0,3,0
101,0,75.9883585251189,5,3,3,1,0,0,0,0
109,0,76.5,7,16,4,1,0,0,0,0
36,0,140.4,4,26,4,1,0,0,3,0
30,0,78.42808027886865,3,9,4,2,0,0,0,0
276,0,116.33,9,22,3,3,0,0,0,0
111,0,134.10827872003765,6,1,4,3,1,0,3,0
146,0,124.40344415783453,8,26,4,6,0,0,3,0
80,0,126.3843556034231,4,14,4,1,2,0,0,0
188,0,103.7,7,29,4,3,1,0,3,0
143,1,151.2,10,5,4,3,0,0,3,0
262,0,64.4958767944377,9,26,4,3,1,1,0,0
290,0,6.589062232180421,10,17,4,1,0,0,0,0
175,0,126.11933305870336,9,9,4,1,0,0,0,0
193,0,135.4291173403263,7,4,3,1,1,0,0,0
174,0,160.32454486032933,9,22,4,4,1,0,3,0
41,0,150.3,6,4,4,1,0,0,3,0
147,0,113.62518751297989,7,2,4,4,1,0,3,0
204,1,119.94119390262485,9,15,4,1,2,0,1,0
114,0,132.09094225306728,7,2,4,3,1,0,1,0
166,0,81.3063216007148,6,27,4,4,0,3,0,0
113,0,100.1973733009702,4,30,2,3,0,0,0,0
93,0,116.05198182730402,5,2,4,0,1,2,0,0
29,0,81.15526786234184,1,24,4,1,2,0,0,0
4,0,109.0,6,7,4,1,0,3,0,0
125,0,93.22996817848717,7,6,4,1,1,3,0,0
219,0,127.70434322086058,9,16,3,1,1,0,0,0
193,0,125.19962906232233,8,25,4,2,1,0,2,0
152,2,130.78927065325925,7,23,4,1,1,0,0,0
12,0,110.35029442286223,3,2,4,4,1,0,3,0
109,0,133.23392731514315,8,23,4,3,0,0,2,0
9,0,79.0,2,4,4,2,0,3,0,0
166,0,121.95926637132793,9,1,4,2,1,0,1,0
113,0,84.39455633761845,5,29,4,3,1,0,0,0
129,0,146.88334307737495,9,7,4,0,0,0,4,0
31,0,126.50612891166247,10,3,4,3,2,0,3,0
33,0,98.78646277540253,9,2,4,1,0,3,0,0
230,1,104.42608562091847,9,5,4,3,0,0,0,0
105,0,140.0499467455941,7,13,4,4,1,0,1,0
13,0,100.8688685583705,9,13,4,2,1,2,0,0
5,0,162.9834266311455,9,17,4,1,2,0,0,0
223,0,103.71507281524067,9,26,3,2,0,0,0,0
168,2,116.55775919735453,6,18,4,1,1,0,0,0
95,0,136.6906699992435,8,15,4,3,0,0,1,0
160,1,114.11174027838432,8,13,3,2,0,0,0,0
149,1,80.19681771337812,7,27,4,3,2,0,0,0
119,0,114.3,7,9,4,3,0,0,0,0
58,0,92.88744934212714,12,23,4,2,0,0,0,0
19,0,156.72441584659032,4,14,4,1,1,0,3,0
261,0,106.25142994988953,10,14,2,1,1,0,3,0
62,1,97.8426793388277,10,4,4,2,0,0,0,0
161,1,129.66095885389745,7,16,4,1,0,0,0,0
61,0,116.1,6,17,4,1,0,3,0,0
26,0,144.3226713346386,10,11,4,3,1,0,3,0
163,2,123.3,10,26,4,2,0,0,3,0
98,0,125.62877137144929,7,10,4,1,0,2,0,0
40,0,89.02773467617246,5,24,2,0,0,0,0,0
15,0,43.17208331033222,2,24,3,3,1,0,0,0
35,0,159.01091433642665,4,14,4,1,0,0,3,0
73,0,100.91303693518047,9,15,2,1,0,1,0,0
18,0,139.0,8,16,4,1,0,3,0,0
57,0,166.55621557929493,6,20,4,2,1,0,4,0
11,1,110.0,8,11,2,12,5,0,0,0
29,0,104.60978612465095,11,17,4,1,1,0,0,0
191,0,96.3,10,27,4,2,0,0,0,0
57,0,106.73190393862468,4,11,4,2,1,0,0,0
178,0,150.95474036360895,9,1,4,3,1,0,2,0
19,0,68.08402927063092,9,12,3,0,0,2,0,0
15,0,91.94074313476973,2,14,4,2,0,0,0,0
20,0,177.95624595586966,6,25,4,2,0,0,0,0
141,0,106.61422911370109,10,4,4,3,0,2,0,0
154,1,151.2,10,16,4,2,1,0,3,0
162,2,121.95674217873668,7,26,4,1,0,0,0,0
171,0,291.21999301457413,7,25,3,2,1,0,0,0
83,0,78.18383540907958,3,3,4,3,0,0,0,0
158,1,145.36963352566693,8,4,4,3,0,0,1,0
32,0,80.03390414480295,4,17,4,1,1,0,0,0
6,0,151.72454208986184,4,15,4,1,0,0,2,0
8,0,145.67804236403046,3,21,4,1,0,0,2,0
110,1,119.24039192049834,9,10,4,1,1,1,0,0
130,0,95.81815852600386,6,29,3,2,0,0,0,0
15,0,87.54996277950703,3,9,4,3,1,3,0,0
20,0,79.0,2,12,4,2,0,3,0,0
96,0,111.63937869673474,6,23,4,2,1,0,1,0
75,0,139.52061818017634,4,26,4,2,0,0,2,0
48,1,76.7685987174012,2,17,4,1,0,0,0,0
1,0,140.57606946497035,5,19,4,1,1,0,0,0
101,0,64.03251080338897,11,7,4,1,0,0,0,0
84,0,94.50285236003941,7,13,4,3,0,3,0,0
159,0,114.3,8,4,4,1,1,0,0,0
157,0,113.51289059204443,6,7,4,2,0,0,0,0
121,0,85.01692182446564,4,15,4,2,0,0,0,0
102,1,117.70757279821096,10,6,3,1,0,0,0,0
7,0,91.47744908729918,5,23,4,1,0,0,0,0
137,0,131.05070377135345,8,23,4,4,0,0,3,0
187,0,85.8544152878866,6,6,3,2,0,0,0,0
27,0,151.854525073957,4,10,4,2,1,0,3,0
84,0,74.54353514058934,10,5,3,3,1,0,0,0
7,0,169.1268016850611,3,8,4,5,1,0,0,0
2,0,109.69437517673404,11,23,4,1,0,0,1,0
103,0,109.90536546967381,10,10,3,2,0,0,0,0
194,0,127.56528408370531,8,24,4,1,0,0,1,0
0,0,95.0,6,19,0,2,0,0,0,0
351,0,82.0759806605754,12,24,4,2,2,0,1,0
247,0,91.82756659461158,9,25,3,3,0,0,0,0
1,0,110.08677615466236,6,28,4,1,0,2,0,0
9,0,93.60405641815277,2,9,4,2,0,0,0,0
129,0,79.20244810267077,10,12,3,1,1,2,0,0
155,1,115.50267995461708,8,9,4,3,0,0,0,0
156,0,103.55468324391803,7,20,4,1,1,2,0,0
57,0,132.51382612642877,6,13,4,5,2,0,3,0
8,1,149.09251637852256,8,14,4,2,0,2,0,0
26,0,163.22803213900593,5,7,4,2,0,0,2,0
129,0,95.54425234659404,6,28,3,2,0,0,1,0
56,0,67.97873010129699,3,12,4,2,0,3,0,0
178,1,127.73240880196097,8,21,4,3,0,0,0,0
69,0,79.11784653368763,3,4,4,2,0,1,0,0
260,0,100.42253213347256,9,13,4,3,0,0,0,0
185,1,90.38773705738541,7,12,4,5,0,0,0,0
32,2,159.78949802107016,10,5,4,4,0,0,4,0
49,0,48.44838949534373,3,15,3,1,0,2,0,0
99,0,150.34774129307735,8,23,4,3,0,0,3,0
77,0,121.83409874943058,7,24,4,3,2,1,0,0
5,0,146.0,2,23,4,7,2,0,3,0
86,0,94.10830562118183,4,9,4,2,2,3,0,0
22,0,232.31781531778537,9,5,4,2,0,0,4,0
105,0,150.3270756546735,8,25,4,2,0,0,3,0
50,0,106.91285407511636,8,18,4,1,1,3,0,0
58,0,125.31776457210704,9,8,4,1,0,2,0,0
18,0,137.4430694181693,2,11,4,2,0,0,0,0
249,0,95.13458528556292,9,26,4,2,1,0,0,0
174,0,86.04714819265564,8,6,4,2,1,1,0,0
133,0,119.99845576647755,9,7,4,1,0,0,0,0
222,0,116.40746058714618,9,14,4,3,0,0,0,0
40,0,99.58641262543743,6,26,4,1,2,0,0,0
40,0,166.30484621423744,6,10,4,1,0,0,3,0
15,0,219.37883129343825,9,29,4,1,1,0,4,0
154,0,114.07036218751098,10,6,4,2,1,0,0,0
84,0,133.15223305265778,5,23,4,3,0,0,2,0
375,0,90.84843391347518,10,17,3,2,0,0,0,0
89,1,69.57762606563143,11,19,4,2,0,0,0,0
52,0,124.77511121960674,3,20,4,1,1,0,2,0
181,0,120.0,10,11,3,1,0,0,0,0
68,0,93.68621894806935,5,19,4,1,2,0,0,0
26,0,105.94082862626202,6,12,4,2,1,2,0,0
282,1,88.2709800742166,10,29,4,2,1,0,0,0
6,1,139.07345817565513,9,3,4,4,0,2,0,0
263,0,109.61135701309838,8,22,3,2,0,0,0,0
43,0,127.01322949008582,4,9,4,2,1,0,0,0
151,0,198.72475997120426,7,19,4,2,1,0,1,0
0,0,75.0,8,10,3,0,1,2,0,0
248,0,112.65052391586988,10,17,4,2,0,0,0,0
8,0,101.1572170593836,4,16,4,0,1,0,0,0
22,1,138.63126343110963,9,15,4,2,0,3,0,0
93,0,154.10694306287647,7,12,4,2,1,0,0,0
41,0,74.8,11,10,4,3,1,3,0,0
151,0,101.37470631271258,7,12,4,5,1,0,0,0
147,0,137.77593179025115,7,6,4,2,1,0,2,0
106,0,96.52644481737218,7,20,3,1,1,1,0,0
418,0,79.31135308767281,9,26,3,2,1,0,0,0
168,0,112.83948958562736,8,29,4,5,2,0,0,0
174,0,66.29040760531194,7,14,4,1,1,2,0,0
304,0,82.68631867447037,11,4,4,2,0,0,0,0
107,0,159.9,10,29,4,1,2,0,5,0
67,0,128.83877036859448,4,2,4,1,2,0,3,0
189,0,108.83846906877184,9,6,4,3,0,0,0,0
96,0,119.60223866432584,6,7,4,2,2,0,0,0
28,0,68.19139513096626,11,22,4,3,0,0,0,0
114,0,75.94115304231907,7,10,4,1,2,0,0,0
229,0,81.24694163657162,9,22,4,2,1,0,0,0
86,0,57.587017136090616,7,8,4,5,2,0,0,0
81,0,131.67373533945263,8,5,4,1,0,0,2,0
385,0,109.17659324544866,10,22,4,0,1,1,0,0
136,0,135.68796323759355,8,29,4,2,1,0,3,0
42,0,103.91476301025061,7,24,4,5,1,0,2,0
25,0,77.68430583121301,2,19,4,1,0,3,0,0
30,0,86.43031182911491,11,20,4,1,0,1,0,0
171,1,110.75351997472092,7,15,4,7,3,0,0,0
81,0,89.28674955086092,9,24,4,1,1,0,0,0
71,0,168.54474258129449,7,13,4,1,2,0,3,0
15,0,104.48475137501919,3,13,4,1,1,1,0,0
150,0,104.7716504379208,7,12,4,2,1,3,0,0
37,0,67.76284149065593,2,13,4,1,1,3,0,0
4,0,167.66975964377278,8,18,4,0,0,0,0,0
226,0,68.40889069724095,10,25,4,1,0,2,0,0
209,1,179.36640411016361,7,5,4,0,2,0,5,0
3,0,178.69660500174203,8,10,4,4,2,0,2,0
132,0,175.5892297722345,7,12,4,1,0,0,5,0
180,0,96.3953762168899,7,23,4,1,0,0,0,0
28,1,113.79,9,11,4,5,2,0,0,0
55,0,69.35655812225139,2,25,4,2,0,0,0,0
24,0,96.04103183035596,10,13,2,1,2,0,1,0
147,0,119.56290172869225,8,16,4,4,2,0,2,0
295,0,116.90320823610847,8,21,3,3,0,1,0,0
41,0,192.6671475455621,4,20,4,2,0,0,5,0
35,0,116.83196333791113,6,28,4,2,0,0,0,0
39,0,169.60515858004175,5,24,4,2,0,0,3,0
154,1,120.19933640831037,7,6,4,2,0,0,2,0
24,0,156.83059064307534,5,20,4,1,1,0,3,0
13,0,109.83722389897463,8,19,2,2,0,0,2,0
55,0,85.85,3,28,4,3,1,0,0,0
107,0,130.0,6,9,3,2,0,0,0,0
66,0,72.08338639606339,5,27,3,0,1,1,0,0
101,0,114.26766232579034,7,4,4,4,1,0,0,0
60,0,116.1,5,17,4,2,0,3,0,0
12,0,119.60470723444055,8,7,4,1,0,2,0,0
116,0,60.47010470344606,2,28,3,1,2,0,0,0
143,0,112.53745981559003,6,30,4,1,0,0,1,0
160,0,131.44930744788874,9,2,4,3,1,0,3,0
233,0,100.40662853797906,6,23,4,3,0,2,0,0
94,0,103.73701625499824,5,6,3,2,0,0,2,0
61,0,138.5234783179908,4,12,4,1,0,0,1,0
35,1,96.86378107096594,5,1,4,2,0,1,1,0
62,0,102.07386230379846,9,3,4,2,2,0,0,0
115,0,60.0,2,27,3,2,2,0,0,0
156,0,217.6759565028443,7,17,4,3,2,1,5,0
104,0,131.64366881220494,8,10,3,4,1,0,2,0
214,0,91.1087346953399,7,16,4,2,0,0,0,0
2,0,67.56938003430815,6,15,2,0,1,0,0,0
33,0,128.42238014238825,4,2,4,2,1,0,1,0
304,0,92.62369040672581,11,26,4,2,0,0,2,0
303,0,74.64116940532928,9,20,4,2,1,0,0,0
23,0,156.85933281972376,5,21,4,1,0,0,3,0
190,0,113.57069888499751,10,26,4,1,0,0,1,0
28,0,118.63113809179518,6,26,4,1,0,0,0,0
68,0,70.3748625154915,8,25,3,2,0,0,0,0
83,0,132.3,10,6,4,3,0,0,3,0
55,0,159.3,5,3,4,1,0,0,0,0
99,0,83.15758567991442,4,8,4,2,1,2,0,0
221,0,116.21489533126584,9,13,4,3,0,0,0,0
158,0,143.95276259993398,9,19,3,2,0,0,0,0
5,0,137.21265177249128,6,29,4,2,0,3,0,0
69,0,73.3388541612914,2,25,3,2,0,0,0,0
10,0,119.83294433053122,10,10,4,1,0,0,0,0
186,1,152.15,9,11,4,3,1,1,0,0
133,0,94.5,6,18,4,2,0,3,0,0
160,0,129.41157403193702,3,25,3,2,0,0,1,0
178,0,111.97339666544231,8,29,4,2,2,0,0,0
43,0,86.71402115705646,1,14,4,3,0,0,1,0
305,0,52.0,11,22,3,2,0,0,0,0
69,0,149.9225509516323,7,2,4,2,0,0,3,0
63,1,91.5476774644973,10,9,4,3,0,0,0,0
55,1,79.2,11,9,4,2,1,0,0,0
227,0,91.33887661473844,8,27,4,3,2,0,0,0
185,2,130.18173369686244,8,4,4,5,1,0,2,0
262,0,72.22807858503313,8,13,3,1,2,0,0,0
6,0,84.76826574392717,4,13,3,0,0,0,0,0
132,0,113.68312339189161,9,8,4,3,1,0,0,0
101,0,80.15156237375594,8,15,3,2,0,0,0,0
52,0,78.3,3,3,4,2,0,0,0,0
80,0,64.2134660216865,4,12,4,4,0,1,0,0
31,0,149.87171319853172,2,25,4,2,0,0,3,0
224,0,114.3239131072247,9,3,4,3,1,0,0,0
145,0,177.3,7,4,4,1,1,0,3,0
178,1,121.501196530668,8,24,4,1,2,0,0,0
181,1,102.15360230010391,8,20,4,3,0,0,2,0
262,0,66.48891903213851,10,13,3,3,2,2,0,0
113,0,56.11634065901762,3,17,3,9,3,0,0,0
147,0,89.67714724014341,4,10,4,3,1,3,0,0
46,0,123.53738467616566,8,30,4,4,1,0,3,0
105,0,84.36786009740672,9,29,4,1,2,0,0,0
173,0,85.34365866748611,7,5,4,2,0,2,0,0
20,0,286.41955360287017,9,16,4,1,0,0,1,0
29,0,96.55741048202974,4,13,4,3,0,3,0,0
301,0,159.06785260878777,11,26,4,5,1,0,3,0
142,0,91.39642179269248,9,27,3,1,0,0,0,0
121,0,91.13052388571178,6,27,4,2,0,0,2,0
140,0,143.828847075648,8,15,4,1,0,0,3,0
166,1,106.56610049785787,7,5,4,2,0,0,0,0
